"datestamp","top40_return","fx_vol","us_2y","us_10y","us_20y","comdty_fut"
2005-05-05,1.0978,16.5,0.0350231034067758,0.0410987461709478,0.0458366597199207,120.35
2005-05-06,1.0402,16.5,0.0367654804040209,0.0421101461841063,0.0463254634832031,121.9
2005-05-09,1.7169,17,0.0371438711774195,0.0423287887900102,0.046325726688094,121.45
2005-05-10,-0.5424,17.25,0.0363307971506526,0.0415389479754564,0.045925298065808,119.15
2005-05-11,0.1263,17.25,0.0364123103053497,0.0415651969434008,0.0455396303640172,122.15
2005-05-12,0.4262,17,0.0359913086135108,0.0412541920335052,0.045347559242811,119.9
2005-05-13,-1.7163,17.3,0.0354606933176659,0.0407346257553902,0.0450528059650989,119
2005-05-16,1.2824,17.3,0.0355921715015737,0.0408141301444386,0.0450556918626991,113.75
2005-05-17,0.0675,17.75,0.0355920761863259,0.0406894339896575,0.0448512268635722,115.7
2005-05-18,1.4289,17.4,0.0355085369690141,0.0404520200963421,0.0443675438912197,116.05
2005-05-19,-0.3145,16.875,0.0359062736008256,0.0406782059451402,0.0446645546333887,116.8
2005-05-20,1.552,16.875,0.036199673899149,0.0407718721729223,0.044664549441741,117
2005-05-23,0.5545,16.875,0.0358348524335094,0.040089559098232,0.0440777696636758,118.15
2005-05-24,0.4158,17.2,0.0355861992259964,0.0398349882852239,0.0437707327447075,119.65
2005-05-25,-0.6024,17.5,0.0356687527711269,0.0404232503683081,0.0442641144258633,122.4
2005-05-26,1.9512,17.125,0.0357579601577989,0.040356276639577,0.0443653506495086,123.7
2005-05-27,0.4996,17.6,0.0359628085621821,0.0402810540259019,0.0443700027824429,121.9
2005-05-30,1.196,17,0.0359628085621821,0.0402810540259019,0.0443700027824429,121.9
2005-05-31,-1.0282,17.125,0.035423187370393,0.0393940562974047,0.0434820485380884,118.35
2005-06-01,0.6833,17.125,0.0344579842292639,0.0384544227199872,0.0426066585526609,118.05
2005-06-02,0.7506,17.125,0.0348439028044173,0.0386375725983136,0.0423183611494416,122
2005-06-03,0.4274,18.25,0.0352136805241487,0.0393243805519561,0.0429051286758578,125.55
2005-06-06,0.5187,17.5,0.0354251841638778,0.0391036630968235,0.0426117271669629,124.1
2005-06-07,-0.9463,17.5,0.0352639597444213,0.0386093536426379,0.0421137859689876,125.75
2005-06-08,0.1507,17.5,0.0356707483417775,0.0389313208413887,0.0424115444295535,121.4
2005-06-09,0.0131,17.5,0.0357360123571882,0.0390800252448442,0.0426111301123357,116.4
2005-06-10,0.1686,17.5,0.0365216803062809,0.040090476269785,0.0433942090847523,113
2005-06-13,1.5495,17.5,0.0365754131413734,0.0404707928365558,0.0438832013478246,109.75
2005-06-14,0.0056,17.5,0.0364958468705917,0.0406300059183506,0.0443627092748755,110.75
2005-06-15,-0.0776,17.5,0.0367452556629259,0.0405622835361198,0.0443667133510999,111.15
2005-06-17,0.8223,17.5,0.0366193706507444,0.0402782067874944,0.0438825406522807,107.6
2005-06-20,0.2632,17.5,0.0367560719419925,0.0406403002263402,0.0440785161542578,109
2005-06-21,-0.2484,17.25,0.0365105243671433,0.039967689046171,0.043483052018951,107.75
2005-06-22,-0.0085,17.5,0.0356844448316436,0.0389990173587312,0.0426071775796443,110.8
2005-06-23,-0.3271,17.5,0.0356706963543157,0.0391102719945968,0.0427091701193461,108.4
2005-06-24,-1.3342,17.5,0.0353880164424976,0.0387735289586357,0.0423180408671733,105.45
2005-06-27,-0.2164,17.5,0.0354361920654713,0.038606557765468,0.0420226203954676,102.7
2005-06-28,0.1196,16.75,0.0361069129209582,0.0392875969159369,0.0425054551078865,104.3
2005-06-29,0.9022,17,0.036193272112501,0.039370289000657,0.0428028858813223,103.1
2005-06-30,-0.2309,16.4,0.0359081900937141,0.0387340059286032,0.042317364614814,104.65
2005-07-01,0.68,17,0.037005552235907,0.0400657380990474,0.0431983635646528,102.1
2005-07-04,0.6997,17.5,0.037005552235907,0.0400657380990474,0.0431983635646528,102.1
2005-07-05,0.4046,17,0.0374648587346516,0.0406068620301144,0.043776187725633,102.2
2005-07-06,0.1623,17.45,0.0373038611775371,0.0402549174097273,0.0434875713055735,104.65
2005-07-07,-0.7031,17.5,0.0367180833285869,0.0401785216560265,0.0431989091793129,104.5
2005-07-08,1.1628,16.75,0.0372567196436955,0.0404823262916677,0.0436873059984627,104.15
2005-07-11,0.3021,16.75,0.0374736970991342,0.040485670194549,0.043687500701233,101.75
2005-07-12,-0.1605,16.75,0.0379673521497089,0.0409696991410757,0.0440699818547611,102.35
2005-07-13,1.1729,17.4,0.0378878845533514,0.0411107172775137,0.0441720287690454,102.5
2005-07-14,0.6829,17.2,0.0378705393473077,0.0412825665048515,0.0443716522467604,106.15
2005-07-15,-0.4734,17.2,0.0381726042976171,0.041188243298729,0.0441762882248648,103.25
2005-07-18,0.3493,17.2,0.0384745239810893,0.0417279462170664,0.0447618910754965,97.85
2005-07-19,0.735,17.5,0.0381478769821085,0.0413332215367718,0.0444598059008816,94.15
2005-07-20,0.067,17.1,0.0383176734782626,0.0411295760848684,0.0441709473275319,98.45
2005-07-21,0.2682,17,0.0388812352587719,0.042284510840603,0.0452500554328001,98.9
2005-07-22,0.7183,17.1,0.0386095256607923,0.041725437598361,0.0446639001144705,99.45
2005-07-25,0.8032,16.85,0.0389993888993968,0.0419616844812236,0.0447633329805007,102.1
2005-07-26,-0.5969,17.25,0.0389199985924517,0.0417775163499194,0.0447540220599955,101.85
2005-07-27,0.3935,16.9,0.0394270465431925,0.0420749853387652,0.0449538896596558,99.35
2005-07-28,0.6428,16.9,0.0389208342370795,0.0414381911516107,0.0442739057815171,101.8
2005-07-29,-0.5852,16.75,0.039697165433505,0.0422893817839964,0.0450557942486722,103.15
2005-08-01,0.3095,16.25,0.0399142631525243,0.0426046150872179,0.0453493042420611,102.15
2005-08-02,0.8465,16,0.0399977169702099,0.0428464427240781,0.0456336633520572,106.6
2005-08-03,0.7665,16,0.0396751545998494,0.0424458014235083,0.0452470867585223,105.75
2005-08-04,0.2502,16,0.0398126562407908,0.0426409162690616,0.0454466536414514,106.25
2005-08-05,-0.0612,15.9,0.0405206571665301,0.0433664106099019,0.0460329903340166,105.35
2005-08-08,0.9546,16.1,0.0410687755535751,0.0436654278017005,0.0462285276401669,102.3
2005-08-10,0.854,16.25,0.0407475503618707,0.0434071370982638,0.0459312459932441,105.7
2005-08-11,-0.0369,15.5,0.0401521406207353,0.0427221583525747,0.0454465602094591,106.75
2005-08-12,0.4852,15.8,0.0398796319635874,0.0419595405921854,0.0446652926037309,104.9
2005-08-15,0.7719,16,0.0401828294101219,0.0423214167784657,0.0447636812962388,96.15
2005-08-16,-0.956,16,0.03960843365648,0.0415924281057363,0.0443631719403275,96.9
2005-08-17,-1.363,15.9,0.0400231824234196,0.0422043452675924,0.0447584832239544,97.75
2005-08-18,-0.386,15.75,0.0393418136452538,0.0415223396188257,0.0442732725398267,95.3
2005-08-19,0.9573,15.7,0.0397259229317384,0.041597132924371,0.0441758812654357,96.1
2005-08-22,0.3534,15.6,0.039696409868794,0.0416001909347893,0.044273826455729,96.35
2005-08-23,-0.1149,15.8,0.039367128879355,0.0413258376275864,0.0440699736519982,98.95
2005-08-24,-1.6986,15.25,0.039285806709352,0.0412019872370119,0.0440742333663823,96.15
2005-08-25,-0.3176,15.25,0.039502157245864,0.0411077393400061,0.0439805059330731,93.15
2005-08-26,-0.6907,15,0.0401953098514065,0.0414086693460548,0.0440784875329864,91.65
2005-08-29,-0.1391,15.2,0.0400907050187343,0.0412048285337637,0.0439808782266717,92.6
2005-08-30,0.2776,15,0.0389650702789745,0.0404612571209628,0.0437703320366171,94.5
2005-08-31,0.8747,15.15,0.0377582667923162,0.0397202535923132,0.0425055633771522,97.75
2005-09-01,1.6924,15,0.0367285641206006,0.0398854497505495,0.042608162278438,101.95
2005-09-02,0.7443,15,0.0370768400798527,0.0399402672214327,0.0428070966295635,100
2005-09-05,-0.3926,14.25,0.0370768400798527,0.0399402672214327,0.0428070966295635,100
2005-09-06,1.0755,15,0.0376562157258843,0.0405031947978313,0.0433864101932381,97.45
2005-09-07,0.5754,15.25,0.0380615018219764,0.0409250645687446,0.0440747781775769,91.5
2005-09-08,-0.6649,15.25,0.0381998966551779,0.0410082517800385,0.0439818691059435,92.7
2005-09-09,0.177,15,0.038241672557306,0.0407438578058638,0.0439811404126567,92.2
2005-09-12,1.2252,15.15,0.0387011618235416,0.0412374133347195,0.0444701292806156,89.05
2005-09-13,-0.7639,15.15,0.0382096285763983,0.0408114497321871,0.0441680732102801,88.65
2005-09-14,0.2678,14.9,0.038370523562503,0.0411960221144452,0.0444656886897079,91.4
2005-09-15,1.0767,14.8,0.038431009114337,0.0416498633954353,0.0450562179234951,89.35
2005-09-16,1.5748,15,0.0392967324470416,0.0422404563542137,0.0455448940038887,88.2
2005-09-19,0.7727,15.4,0.0387717702921349,0.0419771724657134,0.0454471763827195,84.45
2005-09-20,-0.816,15.25,0.0393495094548411,0.041947252655993,0.0453404196474435,91.75
2005-09-21,0.5712,15,0.0387688503050383,0.0412132970760985,0.0446607416232231,91.1
2005-09-22,-1.3212,15,0.0389116231640002,0.0413445483666653,0.0446651022736751,92.3
2005-09-23,-0.5909,15,0.0397063102135646,0.0419920814623374,0.0451540467331957,91.5
2005-09-26,1.8102,15.4,0.0400945990975975,0.0424160121867561,0.0454476808411397,87.65
2005-09-27,0.4116,15.2,0.0402632606799411,0.0423287021144599,0.0454384304203988,88.15
2005-09-28,1.3269,14.75,0.0403475497943195,0.0420682375899544,0.0449546919520003,92.9
2005-09-29,0.1769,14.95,0.040706120495944,0.042469770145386,0.0453496221409754,92.95
2005-09-30,1.3173,14.75,0.0411660810632909,0.042759090552271,0.0456426581114268,93.45
2005-10-03,-1.3388,14.75,0.0416310493310967,0.043322967299032,0.0461314084410627,92.85
2005-10-04,0.1546,15,0.0416351288441718,0.0431756023695885,0.0460247606025017,92.7
2005-10-05,-0.6888,14.65,0.041310837315978,0.0429138343336541,0.0457358677610403,93.7
2005-10-06,-1.8344,14.65,0.0413117437899235,0.0433765315700998,0.0458382424449003,93.5
2005-10-07,-1.0159,14.65,0.0412878987611724,0.0430516311910819,0.0456418697728123,94.85
2005-10-10,0.0223,14.85,0.0412878987611724,0.0430516311910819,0.0456418697728123,98.9
2005-10-11,1.1452,14.5,0.0417340427636673,0.0434001397954602,0.0459221890377756,100.75
2005-10-12,0.1744,14.55,0.0418162921189342,0.0438761270922857,0.0465121350897418,101.3
2005-10-13,-2.5962,15.1,0.0417095325827034,0.0440997613363327,0.0471013233135939,100.35
2005-10-14,-1.802,15,0.0420173597558905,0.0442776184542015,0.0470093803089775,99.65
2005-10-17,1.9078,14.6,0.0423244164192342,0.0443987141794846,0.047107685088794,104.1
2005-10-18,-0.7443,14.8,0.0419975584900856,0.044173170889386,0.0471954373260431,104.65
2005-10-19,-1.9364,14.75,0.041917219769521,0.0440834196971005,0.0470050859165382,104.05
2005-10-20,2.0458,14.75,0.0416458108997522,0.0437909699603397,0.046911133500609,105.7
2005-10-21,-1.606,14.9,0.0415371790678471,0.0433432501990692,0.0462281333531854,103.45
2005-10-24,2.7919,14.5,0.042013010135687,0.0439126742053298,0.0468142746438728,103.15
2005-10-25,0.6947,15,0.0428543360264881,0.0448046851808214,0.0473915883933072,103.7
2005-10-26,2.2829,14.4,0.0431949837024755,0.0452886117142571,0.048078525593907,101.7
2005-10-27,-1.2796,14.5,0.0428342144503163,0.0449323849887435,0.047789999297945,100.15
2005-10-28,-0.0179,14.7,0.0432897449440273,0.0451137310710515,0.0477903651871896,98.35
2005-10-31,1.4287,14.75,0.04326910221593,0.0449584534202526,0.0477902220055581,96.65
2005-11-01,0.8671,14.6,0.0435140627853952,0.0450868225868341,0.0478786084320687,97.1
2005-11-02,-0.1036,14.5,0.0437586891243244,0.0454926962854703,0.048176066865407,101.05
2005-11-03,2.5568,14.5,0.0439692632760478,0.0459113876005054,0.0487651381709912,103.75
2005-11-04,-0.5453,14.5,0.0441125948224469,0.0460342177821728,0.0488629081976302,103.9
2005-11-07,1.1021,14.5,0.0440108346752065,0.04565990437935,0.0486676402779262,102.95
2005-11-08,-1.8134,14.25,0.0436050525444245,0.0449732667144005,0.0479757494190835,107.85
2005-11-09,0.2135,14.15,0.0443447625697394,0.0458365563459566,0.0486630307645501,106.9
2005-11-10,1.2108,14,0.0436030547673006,0.0450012067214283,0.0478845077670541,106.75
2005-11-11,0.6904,14.15,0.0436030547673006,0.0450012067214283,0.0478845077670541,106.95
2005-11-14,1.862,13.875,0.0443581106645197,0.0454837819281595,0.0483752592963505,99.85
2005-11-15,-0.6677,14,0.0441119084328367,0.0450282414673428,0.0476838391564992,96.5
2005-11-16,-1.11,13.8,0.0434523873350961,0.044193571492607,0.0471018480604131,96.55
2005-11-17,1.0492,13.4,0.0430912153405391,0.0440587613781787,0.0469110587356118,98
2005-11-18,1.1359,13.4,0.0433144147270252,0.0443645636815488,0.0473014728125345,96.8
2005-11-21,-0.1692,13.5,0.043207433416291,0.044062186933765,0.0470090953513245,99.05
2005-11-22,-0.9804,13.3,0.0424876119358433,0.0437450840369401,0.0469990163518861,98.65
2005-11-23,-0.3489,12.75,0.0429607150204712,0.0441867914470614,0.0473936984706556,97.4
2005-11-24,1.354,13.3,0.0429607150204712,0.0441867914470614,0.0473936984706556,97.4
2005-11-25,-0.8185,13.3,0.0426457540968273,0.0437697361879629,0.0470069757161755,97.4
2005-11-28,-0.7461,13,0.0426998898457726,0.0435249329819238,0.0465193443858041,96.15
2005-11-29,-0.9637,13.3,0.0434295757020326,0.0442204283119071,0.0471942261280664,95.7
2005-11-30,-1.7076,13.3,0.0435932583998451,0.0443242068680336,0.0474910866947272,93
2005-12-01,0.1715,12.75,0.0437209758953946,0.0446119712990259,0.0476911712883837,92.4
2005-12-02,0.8924,13.3,0.0436194589673269,0.0445933275502957,0.0474968937917515,90.75
2005-12-05,-0.5114,12.55,0.0441702922936781,0.0451356168375483,0.0478877998327692,91.85
2005-12-06,0.9399,12.8,0.0434386720206932,0.0442967968449328,0.04729236897212,92.7
2005-12-07,1.752,12.625,0.0435218787543963,0.0445734418537595,0.047395216089478,92
2005-12-08,-0.2612,13,0.0430003668445442,0.044111142057592,0.0469114964493986,92.8
2005-12-09,0.9573,12.5,0.0434671160537344,0.0447085244623188,0.0476919130231903,92.75
2005-12-12,1.1664,12.6,0.0437740203322291,0.0449229923507909,0.0475953594333781,96.45
2005-12-13,-1.1416,12.5,0.0435305918675426,0.0446608804179379,0.0474884008755467,95.4
2005-12-14,0.2557,12.25,0.0431195387285469,0.044052849567449,0.0467124533952778,93.2
2005-12-15,1.2853,12.75,0.0429248301273822,0.0440908332831953,0.046911548638381,94.35
2005-12-19,1.2642,13,0.0432054473841275,0.0438630839061326,0.0466188361312527,98.1
2005-12-20,-0.7206,13,0.043540399781828,0.0440820938048241,0.0468048374878072,102.4
2005-12-21,0.8211,13,0.0438751006005487,0.0443600283321461,0.0469075238957569,101.2
2005-12-22,0.9058,13,0.0431783638484437,0.0437631422425228,0.0463257475507734,102.8
2005-12-23,0.3806,13,0.0429852223911614,0.0432284359458335,0.0457394279648684,102.6
2005-12-27,1.1395,13,0.0429648892496507,0.0428742467848018,0.0452432562151143,106.2
2005-12-28,-1.4907,13,0.0431322526841372,0.0432452557380876,0.0456379199337498,107
2005-12-29,0.5419,13,0.0430176077100511,0.0430531170248691,0.0454466891983262,106.9
2005-12-30,-0.4893,12.75,0.0434596760216247,0.0434149304735218,0.045544482571425,107.1
2006-01-03,1.5478,13,0.0427916842150214,0.0431373209654572,0.0456319833479435,108.6
2006-01-04,0.2066,12.9,0.0425454635963886,0.0429342716139049,0.0454398649525711,110.65
2006-01-05,-1.0535,13,0.0425959772080553,0.0430312281518237,0.045544526907917,117.45
2006-01-06,0.9146,13,0.0429710905633962,0.0432414339815492,0.0457401963160315,119.55
2006-01-09,0.7556,13,0.0429470861741176,0.0431485915291959,0.0457402611641409,120.15
2006-01-10,-0.6984,13,0.0434387257140127,0.0437318333626888,0.0462201342352408,119.1
2006-01-11,0.6234,13.2,0.0436843562261943,0.0440089805050605,0.0464197422708596,117.2
2006-01-12,-0.1751,14,0.0431590183382008,0.0435274406016152,0.0460329560017365,117.55
2006-01-13,-0.1738,14,0.0427996549613777,0.0430461305785654,0.0453492731052938,119.95
2006-01-16,-1.4261,14,0.0427996549613777,0.0430461305785654,0.0453492731052938,119.95
2006-01-17,-0.3264,13.75,0.0427740981967199,0.0427417363819753,0.04514046618613,123.8
2006-01-18,0.3782,14,0.0427740515441635,0.0428262305482637,0.0452422016207953,121.6
2006-01-19,2.4563,13.625,0.0430149124908635,0.0432354288996599,0.0455393983872034,119.4
2006-01-20,0.8538,13.875,0.0429019660315325,0.0430058563667521,0.045348686428062,118.4
2006-01-23,-0.5835,13.75,0.0430165767389978,0.0430467312770233,0.0453500078244902,120.45
2006-01-24,1.2469,13.575,0.0433506026856686,0.0433999710441376,0.0457322287610803,122.4
2006-01-25,1.3505,13.575,0.0440189886235485,0.0442396279821395,0.0466151232759571,123.05
2006-01-26,0.9134,13.9,0.0442138242522035,0.0446474711861478,0.0470096929062803,122.85
2006-01-27,1.7434,13.5,0.0443511966838593,0.0445701038211743,0.0469123240540159,124.3
2006-01-30,-0.7034,14,0.0445733210283513,0.0447089308224058,0.0471076431660641,121.9
2006-01-31,0.816,13.8,0.0446568407098725,0.044620149298263,0.0468063291905822,118.2
2006-02-01,1.6257,13.5,0.0452260237716971,0.0450184202434724,0.0471034496465315,117.25
2006-02-02,0.2513,13.6,0.0452689268640444,0.0450372295393367,0.0470098803370089,118
2006-02-03,-3.1374,13.5,0.0450894815931553,0.0447064769271769,0.0464241165421132,117.6
2006-02-06,1.5057,13.5,0.0455618986363713,0.044883842769482,0.0463270467697821,113.2
2006-02-07,-0.7386,13.5,0.0454831131946548,0.0451076835287763,0.0467087678868456,114.9
2006-02-08,-2.4134,13.45,0.0457314720190864,0.0453324442536796,0.0469082860037828,113.45
2006-02-09,1.401,13.5,0.0458579604419595,0.0449014580540774,0.0466194219388177,113.8
2006-02-10,-0.5128,13.5,0.0461731780996947,0.0453057482718466,0.0470073062540486,115.1
2006-02-13,-2.4547,13.25,0.0461571758417461,0.0452025149683326,0.047007256728154,109.45
2006-02-14,-1.1468,13.3,0.0462446286573089,0.0455384414765268,0.0473823428311292,107.55
2006-02-15,-0.2595,13.25,0.0463306328086188,0.0454120807814795,0.0471917152888046,107.8
2006-02-16,-0.4239,13.2,0.0461499505473373,0.0452842064420735,0.0470985500234136,106
2006-02-17,4.2851,13.5,0.0460527060518115,0.0448423301066083,0.0465179373006016,109.45
2006-02-20,-0.0761,13.125,0.0460527060518115,0.0448423301066083,0.0465179373006016,109.45
2006-02-21,0.7538,12.9,0.0464391799835483,0.0451040587898215,0.0466077960800432,111.15
2006-02-22,0.7716,13.35,0.046104868165791,0.0446900935147404,0.0462218749781248,109.5
2006-02-23,-0.2372,12.9,0.046493994173389,0.0450156943812607,0.046421758689014,110.95
2006-02-24,-0.9121,13,0.0465530198274484,0.0451902949547143,0.0465198515439212,110.95
2006-02-27,0.9901,13.1,0.0466975731532248,0.0453469776180986,0.0468128306157249,108.35
2006-02-28,-3.1826,12.875,0.0462123819552157,0.0449694669837242,0.0464127811950697,111.8
2006-03-02,1.744,12.9,0.0464157004916768,0.0457316251220746,0.0473975355370964,110.1
2006-03-03,-0.4856,12.625,0.0468004541022809,0.0462387138335341,0.04778787072894,112.1
2006-03-06,0.6536,13.15,0.0471068203073566,0.0469064613570091,0.0484705541373357,109
2006-03-07,-4.1886,13.1,0.0469466687720845,0.0466423853736311,0.0484604060893653,106.7
2006-03-08,-0.3894,13.1,0.0466218179428812,0.0466897769216725,0.0484653366248783,106.75
2006-03-09,1.6478,12.65,0.0464242973416169,0.0466698987867563,0.0484703639162415,106.85
2006-03-10,-0.5763,12.95,0.046726168142597,0.0469870150700557,0.0486661548291135,105.7
